,X,Y,log
752,19,11,"[0.12529964 0.12529964 0.12529964 0.13245962 0.16109954 0.18973946
 0.65513814 0.70525799 0.70525799 0.71241798 0.72673794 0.72673794
 0.64797816 0.64081818 0.63248867 0.6336582  0.6336582  0.64081818
 0.71241798 0.74105789 0.74821787 0.76253783 0.76969781 0.77685779
 0.76969781 0.75537786 0.75537786 0.78984491 0.8281658  0.86394979
 0.88961986 0.91601825 0.86432261 0.79024791 0.76536649 0.72995145
 0.70525799 0.70525799 0.71241798 0.71241798 0.71497809 0.73396685
 0.76568062 0.77156604 0.77968065 0.76313362 0.71654603 0.67901745
 0.670058   0.64797816 0.64797816 0.61217826 0.54773845 0.54773845
 0.64081818 0.64797816 0.66229811 0.65513814 0.58353834 0.55489843
 0.49761858 0.51193855 0.55489843 0.5978583  0.58353834 0.57273114
 0.56911868 0.53638589 0.54389081 0.54961095 0.5354584  0.40536033
 0.38072077 0.36310406 0.40453885 0.43317877 0.26849924 0.26849924
 0.27565922 0.27565922 0.2828192  0.28997917 0.37589893 0.39737887
 0.39737887 0.19689944 0.18973946 0.1754195  0.16825952 0.16109954
 0.16109954 0.16109954 0.16109954 0.15393956 0.15393956 0.15393956
 0.14677959 0.1396196  0.1396196 ]"
753,19,12,"[0.13938053 0.13938053 0.13938053 0.14734513 0.17920354 0.19513274
 0.21106195 0.72876106 0.78451327 0.78451327 0.79247788 0.80840708
 0.80840708 0.72079646 0.71283186 0.7035663  0.70486726 0.70486726
 0.71283186 0.79247788 0.82433628 0.83230088 0.84026548 0.84823009
 0.85619469 0.86415929 0.85619469 0.84026549 0.84026549 0.84026549
 0.84026549 0.84026549 0.84026549 0.84026549 0.85619469 0.81637168
 0.79247787 0.76858407 0.77256637 0.77654867 0.77654867 0.78451327
 0.78451327 0.78451327 0.79247788 0.79247788 0.77654867 0.76061947
 0.74469027 0.74469027 0.72876106 0.72876106 0.72876106 0.72079646
 0.69690265 0.68893805 0.71283186 0.72079646 0.72079646 0.70088496
 0.68097345 0.60929204 0.60929204 0.71283186 0.72079646 0.73672566
 0.72876106 0.68893805 0.64911504 0.61725664 0.55353982 0.56946903
 0.39026549 0.38628319 0.38628319 0.38628319 0.4181416  0.45
 0.48185841 0.39026549 0.29867257 0.29867257 0.30663717 0.30663717
 0.31460177 0.17920354 0.17920354 0.17920354 0.17920354 0.17123894
 0.17123894 0.17123894 0.17123894 0.16327434 0.15530973 0.15530973]"
754,19,13,"[0.13938053 0.14734513 0.16327433 0.17920354 0.4539823  0.72876106
 0.78451327 0.78451327 0.72079646 0.71681416 0.71283186 0.70819908
 0.7035663  0.70421678 0.70486726 0.79247788 0.83230088 0.84823009
 0.85619469 0.84026549 0.84026549 0.84823009 0.85619469 0.77654867
 0.78451327 0.78451327 0.79247788 0.76858407 0.74469027 0.74469027
 0.72876106 0.72876106 0.69690265 0.68893805 0.70088496 0.71283186
 0.72079646 0.70088496 0.68097345 0.69690265 0.71283186 0.73672566
 0.56946903 0.66504425 0.60929204 0.59336283 0.57743363 0.51371681
 0.38628319 0.38628319 0.48185841 0.29867257 0.30265487 0.30663717
 0.30663717 0.41814159 0.21106195 0.17920354 0.17920354 0.17920354
 0.17123894 0.16327434 0.15929203 0.15530973]"
755,19,14,"[0.30093296 0.30093296 0.30093296 0.30093296 0.30298013 0.3050273
 0.3050273  0.3050273  0.31116878 0.31731027 0.3214046  0.32549893
 0.35211205 0.37872516 0.38077233 0.38281949 0.42376275 0.46470601
 0.50564927 0.54659253 0.55273402 0.55887551 0.61210175 0.62643189
 0.64076203 0.64369606 0.64663009 0.66007337 0.67351664 0.67761097
 0.68170529 0.67761097 0.65713934 0.61210175 0.60186593 0.59163012
 0.565017   0.53840388 0.55478119 0.55887551 0.56296984 0.55887551
 0.55478119 0.55478119 0.55478119 0.55478119 0.55478119 0.55682835
 0.55887551 0.55973192 0.56058833 0.55275335 0.51604487 0.47933638
 0.47447782 0.48734044 0.50020306 0.46188742 0.44430172 0.42671601
 0.41674453 0.42786512 0.43898572 0.47415923 0.47897972 0.48380022
 0.50777439 0.53174856 0.53829186 0.54483516 0.54259503 0.5403549
 0.52388861 0.5122312  0.50894023 0.50564927 0.48108332 0.48517764
 0.49336629 0.49746062 0.50155495 0.48517765 0.46880034 0.46061169
 0.45651736 0.44628154 0.43604572 0.43604572 0.43604572 0.43399856
 0.4319514  0.4319514  0.4155741  0.3991968  0.4319514  0.44218722
 0.45242303 0.47289466 0.47289466 0.44423438 0.4319514  0.42376275
 0.41557409 0.39714963 0.37872516 0.39305531 0.40738545 0.41352694
 0.41966843 0.42785708 0.4319514  0.43604572 0.47494182 0.51383793
 0.51383793 0.48108332 0.4708475  0.46061169 0.45651736 0.45242303
 0.45524892 0.45990851 0.45941014 0.45891177 0.4547124  0.45051304
 0.4295181  0.39366363 0.40121832 0.40877301 0.41825912 0.45398713
 0.45845323 0.46291933 0.46689181 0.47086428 0.47683759 0.4828109
 0.48379056 0.4891141  0.49443765 0.49350638 0.49257511 0.4929707
 0.49336629 0.49336629 0.49336629 0.49336629 0.49336629 0.49336629
 0.49336629 0.49336629 0.49336629 0.49336629]"
756,19,15,"[0.29679945 0.37756121 0.55119898 0.57744655 0.60369412 0.63599883
 0.66830353 0.62590361 0.58350368 0.5471609  0.55523707 0.55119899
 0.5471609  0.54616091 0.54516092 0.500352   0.45554309 0.46159471
 0.46764633 0.4771549  0.49692377 0.51669265 0.49870384 0.4785134
 0.48658958 0.49466576 0.46034201 0.42601826 0.42601826 0.42601826
 0.43611348 0.4462087  0.45630392 0.46639914 0.46639914 0.40986591
 0.41188495 0.413904   0.44418966 0.47447532 0.4643801  0.45428488
 0.4462087  0.44899577 0.45129356 0.45359136 0.45309984 0.45260831
 0.44846663 0.44432494 0.43397166 0.42361839 0.41338831 0.40315824
 0.42545477 0.44775131 0.48580926 0.48658958 0.48658958 0.48658958]"
757,19,16,"[0.25724638 0.26086957 0.26449275 0.27536231 0.28623188 0.33316369
 0.3800955  0.36715094 0.35417257 0.37705702 0.39921481 0.3462424
 0.35230726 0.35847566 0.36569922 0.38393362 0.40216802 0.39534765
 0.33784139 0.29484249 0.32031154 0.26909934 0.31416394 0.3959995
 0.38459396 0.37318841 0.37318841 0.37430945 0.37548411 0.37625449
 0.37625449 0.29569887 0.31616429 0.32246376 0.32971014 0.23550725
 0.25       0.25      ]"
758,19,17,"[0.26449275 0.28623188 0.38112921 0.4751496  0.47569112 0.33699885
 0.39534765 0.30374442 0.30166093 0.28153755 0.23550725 0.25      ]"
759,19,18,"[0.25724638 0.26086957 0.26449275 0.27536231 0.28623188 0.33333333
 0.38043478 0.40217391 0.42391304 0.41666667 0.40942029 0.39492754
 0.4057971  0.41666667 0.44590814 0.4751496  0.46500995 0.4548703
 0.43508632 0.41530235 0.39981015 0.38431795 0.38303588 0.3800955
 0.36605133 0.35200717 0.36299578 0.3739844  0.39584911 0.41771382
 0.43946601 0.41773276 0.3959995  0.38459396 0.37318841 0.37318841
 0.37318841 0.37318841 0.31519671 0.25720501 0.25      ]"
760,19,19,"[0.27837457 0.27935476 0.28033495 0.28131514 0.28229533 0.28425572
 0.2862161  0.28915667 0.29209725 0.29503783 0.2979784  0.30974071
 0.3607107  0.41168069 0.41756184 0.423443   0.42932415 0.4352053
 0.45872991 0.44304684 0.42736377 0.43324492 0.43912608 0.44500723
 0.45088838 0.46670995 0.48253151 0.49835308 0.51417464 0.50868842
 0.5032022  0.49771598 0.49222976 0.44941201 0.40659426 0.41123853
 0.41356066 0.41588279 0.41610711 0.41633142 0.41655573 0.41678004
 0.41767729 0.41608636 0.41449542 0.41369995 0.41290448 0.41131355
 0.36518604 0.31905853 0.32594875 0.33283896 0.3466194  0.37418028
 0.40551124 0.4368422  0.43268299 0.42852377 0.42235262 0.41618147
 0.41309589 0.41001031 0.40692474 0.40383916 0.40383916 0.40383916
 0.40383916 0.40383916 0.40383916 0.40383916 0.40383916 0.40383916
 0.40383916 0.40383916 0.39011647 0.37639378 0.36267109 0.3489484
 0.35090878 0.35286916 0.35482955 0.35678993 0.36757204 0.37835416
 0.38913627 0.39991839 0.44304684 0.44696761 0.448928   0.45088838
 0.44451374 0.43813909 0.40476952 0.37139996 0.33803039 0.30466082
 0.29524705 0.28583327 0.2764195  0.26700572 0.290426   0.31384627
 0.32555641 0.33726655 0.36068683 0.36182355 0.36296027 0.36409699
 0.36523371 0.36750715 0.36978059 0.34691789 0.3240552  0.31262385
 0.3011925  0.28976115 0.2783298  0.28664033 0.29495086 0.30648986
 0.31802886 0.34110686 0.34306724 0.34502763 0.34894839 0.35090878
 0.35286916 0.35678993 0.33130494 0.30581994 0.28033495 0.25484996
 0.25877072 0.26269149 0.26661226 0.27053303 0.27053303 0.27053303]"
761,19,20,"[0.595      0.27611111 0.15166667 0.12055556 0.12055556 0.15555556
 0.16722222 0.16722222 0.14388889 0.12055556 0.12055556 0.12833333
 0.15166667 0.15166667 0.14777778 0.15944444 0.15166667 0.12444444]"
762,19,21,"[0.60841506 0.14891278 0.16593138 0.13189418 0.17018603 0.18294998
 0.13189418 0.13189418 0.16593138 0.14891278 0.17444068 0.18294998
 0.18294998 0.14891278 0.16167673 0.18294998 0.16593138]"
763,19,22,"[0.595      0.595      0.595      0.595      0.57555555 0.55611111
 0.41611111 0.27611111 0.21388889 0.15166667 0.13611111 0.13184987
 0.12758863 0.13184987 0.13611111 0.15166667 0.16333333 0.15361111
 0.14388889 0.12055556 0.12055556 0.12055556 0.12444445 0.12833333
 0.15166667 0.15166667 0.15166667 0.15166667 0.14388889 0.13611111
 0.12833333 0.12055556 0.12055556 0.12055556 0.14       0.15944444
 0.16333333 0.16722222 0.16722222 0.16722222 0.13611111 0.12444445
 0.11277778 0.11277778 0.12444445 0.13611111 0.14194445 0.14777778
 0.15944444 0.16722222 0.16722222 0.15944444 0.15166667 0.12444444]"
764,19,23,"[0.595      0.27611111 0.15166667 0.12055556 0.12055556 0.15555556
 0.16722222 0.16722222 0.14388889 0.12055556 0.12055556 0.12833333
 0.15166667 0.15166667 0.14777778 0.15944444 0.15166667 0.12444444]"
765,19,24,"[0.595      0.595      0.595      0.15166667 0.13611111 0.12758863
 0.13611111 0.14388889 0.15166667 0.16333333 0.1575     0.15166667
 0.13611111 0.12055556 0.16722222 0.14388889 0.12055556 0.12055556
 0.12055556 0.12444445 0.12833333 0.15166667 0.15166667 0.15166667
 0.13611111 0.12055556 0.12055556 0.12055556 0.14       0.15944444
 0.16722222 0.16722222 0.15166667 0.13611111 0.11277778 0.11277778
 0.13611111 0.14777778 0.15361111 0.15944444 0.15166667 0.12444444]"
766,19,25,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13611111 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.13611111 0.12055556 0.12055556 0.17378541 0.19798755 0.18681931
 0.14388889 0.09958733 0.08763769 0.10601231 0.15166667 0.15166667
 0.15166667 0.13611111 0.12055556 0.12055556 0.15944444 0.16722222
 0.16722222 0.13611111 0.11277778 0.11277778 0.13611111 0.14777778
 0.15944444 0.16722222 0.16722222 0.15166667 0.12444444]"
767,19,26,"[0.30184942 0.30184942 0.30184942 0.30184942 0.30595623 0.30595623
 0.30595623 0.31211642 0.31827661 0.3223834  0.3264902  0.35318437
 0.37987853 0.38398532 0.42505328 0.46612123 0.50718918 0.54825713
 0.56057751 0.58727168 0.61396584 0.62833963 0.64271341 0.64565638
 0.64859934 0.66208355 0.67556777 0.67967456 0.68378136 0.67967457
 0.66940758 0.65914059 0.63655322 0.61396584 0.59343187 0.44565479
 0.42801553 0.42301461 0.41801369 0.42916815 0.4403226  0.45796292
 0.47560323 0.48043841 0.48527358 0.50932076 0.53336794 0.53993117
 0.5464944  0.54424745 0.54200049 0.53374228 0.52548406 0.51379114
 0.50718918 0.48254841 0.4846018  0.4866552  0.490762   0.49486879
 0.49692219 0.49897558 0.50102898 0.50308238 0.48665521 0.47022803
 0.46201443 0.45996103 0.45790763 0.44764065 0.43737366 0.43737366
 0.43737366 0.43532026 0.43326687 0.43326687 0.43326687 0.41683969
 0.40041251 0.43326687 0.44353385 0.45380084 0.46406783 0.47433482
 0.47433482 0.47433482 0.45996103 0.44558725 0.43942706 0.43326687
 0.41683968 0.39835911 0.37987853 0.39425232 0.4086261  0.42094648
 0.42505328 0.42916008 0.43745129 0.4553697  0.4598494  0.4643291
 0.46831368 0.47229825 0.47828975 0.48428125 0.48477258 0.4852639
 0.49060365 0.49594341 0.4950093  0.49407519 0.49447199 0.49486879
 0.49486879 0.49486879 0.49486879 0.49486879 0.49486879 0.49486879
 0.49486879 0.49486879 0.49486879 0.49486879 0.49486879 0.49486879]"
768,19,27,"[0.28954545 0.28954545 0.53772727 0.61651515 0.58893939 0.41954545
 0.38409091 0.41560606 0.46548359 0.47572778 0.47469697 0.47469697
 0.47469697 0.47469697]"
769,19,28,"[0.25564976 0.25564976 0.25564976 0.25738888 0.259128   0.259128
 0.26434534 0.3217361  0.32347521 0.32521433 0.39477889 0.42956117
 0.46956079 0.49738662 0.5199951  0.5321689  0.5443427  0.54683523
 0.54932776 0.57216852 0.57564675 0.57738587 0.55825561 0.53912536
 0.47999548 0.45738699 0.46434345 0.47129991 0.47477814 0.47825637
 0.47477813 0.47129991 0.47129991 0.47129991 0.47129991 0.47129991
 0.47303902 0.47550568 0.47290522 0.43839248 0.40720774 0.40308028
 0.42493449 0.40865946 0.39238443 0.36250548 0.35826997 0.35403447
 0.37292888 0.38786925 0.40280962 0.40690475 0.41099988 0.43136651
 0.45173314 0.46285052 0.46094748 0.45904443 0.44505593 0.4401043
 0.43515267 0.42956117 0.41912649 0.40869181 0.41217003 0.41912649
 0.42260471 0.42434383 0.42608295 0.39825712 0.39477889 0.39130066
 0.37043129 0.37043129 0.36869218 0.36695307 0.36695307 0.36695307
 0.33912724 0.36695307 0.37564864 0.38434421 0.40173535 0.40173535
 0.37738775 0.37217041 0.36695307 0.35999661 0.35304015 0.3339099
 0.3460837  0.35130104 0.36347484 0.36695307 0.40347446 0.43651763
 0.43651763 0.42260472 0.40869181 0.39999623 0.38782244 0.38434421
 0.38554453 0.38872408 0.3907033  0.39027992 0.38985654 0.38272162
 0.37380377 0.36488592 0.33442668 0.34726246 0.3512918  0.35532114
 0.37049704 0.38567294 0.39326106 0.41015943 0.41057555 0.42003663
 0.41845435 0.41879042 0.41912649 0.41912649 0.41912649 0.41912649
 0.41912649 0.41912649 0.41912649]"
770,19,29,"[0.29348485 0.30530303 0.30924242 0.31318182 0.46681818 0.58893939
 0.63509573 0.65590909 0.58893939 0.54363636 0.53083333 0.53772727
 0.54166667 0.53772727 0.53378788 0.53378788 0.53378788 0.53937528
 0.53560603 0.51417707 0.49651737 0.47885767 0.45652325 0.48127503
 0.4608548  0.51990749 0.48651515 0.46287879 0.47666666 0.48060606
 0.46681818 0.45106061 0.44712122 0.44515152 0.43924242 0.41954545
 0.41560606 0.41560606 0.39984849 0.39984849 0.39984848 0.37818182
 0.40378788 0.41954545 0.45696969 0.44318182 0.43530303 0.4366625
 0.44250525 0.41326484 0.39601598 0.39558654 0.4024319  0.44922429
 0.47469697 0.47469697 0.47469697 0.47469697]"
771,19,30,"[0.32998977 0.32998977 0.32998977 0.33447944 0.33447944 0.3479484
 0.35692772 0.41529326 0.64875541 0.59038987 0.6083485  0.45698362
 0.48137231 0.51994203 0.53051391 0.58309194 0.59744213 0.59252927
 0.57447307 0.56169006 0.55447262 0.52753468 0.53202433 0.54100365
 0.5454933  0.54998296 0.51406571 0.50508639 0.50059673 0.56345193
 0.56345193 0.52753468 0.50508639 0.49610708 0.49920582 0.50431532
 0.50322234 0.49401266 0.47099055 0.43167411 0.44824239 0.45864444
 0.4978222  0.50761685 0.51632894 0.52942907 0.53050332 0.54217844
 0.54013606 0.54100365 0.54100365 0.54100365 0.54100365 0.54100365
 0.54100365 0.54100365]"
772,19,31,"[0.32222222 0.32222222 0.32222222 0.32222222 0.32222222 0.32222222
 0.32222222 0.32592593 0.32962963 0.32962963 0.32962963 0.32962963
 0.32962963 0.32962963 0.32962963 0.32962963 0.32962963 0.32962963
 0.32962963 0.31481481 0.30925926 0.3037037  0.29259259 0.28888889
 0.28518519 0.28518519 0.28518519 0.28518519 0.28518519 0.28518519
 0.28518519 0.28518519 0.28518519 0.28670301 0.28822083 0.29411042
 0.3        0.3        0.3        0.3        0.3        0.3037037
 0.30740741 0.31111111 0.31481481 0.32592593 0.33703704 0.38888889
 0.47037037 0.48888889 0.50740741 0.55925926 0.61851852 0.62962963
 0.64074074 0.65555556 0.66296296 0.67037037 0.67037037 0.67037037
 0.67037037 0.67037037 0.67037037 0.66666666 0.66296296 0.66296296
 0.66296296 0.66296296 0.66296296 0.64814815 0.64814815 0.64814815
 0.64814815 0.66296296 0.66481481 0.66666666 0.66851852 0.67037037
 0.7        0.77407407 0.77407407 0.77407407 0.77407407 0.77407407
 0.77037037 0.76666667 0.75925926 0.75185185 0.7        0.6925926
 0.68888889 0.68518519 0.68518519 0.68518519 0.68518519 0.68518519
 0.70370371 0.72222222 0.72592593 0.72962963 0.72222222 0.71111111
 0.7        0.6962963  0.69259259 0.68888889 0.68518519 0.68888889
 0.6925926  0.7        0.70740741 0.70925926 0.71111111 0.71481481
 0.71851851 0.72222222 0.72222222 0.72962963 0.72222222 0.71481481
 0.7        0.64814815 0.65555556 0.65555556 0.65185186 0.64814815
 0.64444444 0.64074074 0.63333333 0.62592593 0.60370371 0.58148148
 0.6        0.61851852 0.65555556 0.62962963 0.6037037  0.58518519
 0.56666667 0.55925926 0.55555555 0.55185185 0.54814815 0.54444444
 0.52222222 0.51296296 0.5037037  0.48518519 0.38148148 0.38148148
 0.38148148 0.38148148 0.38148148 0.38148148 0.38148148 0.37777777
 0.37407407 0.35185185 0.34074074 0.32962963 0.32222222 0.30740741
 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741
 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741
 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741 0.30740741
 0.30740741 0.30740741 0.28518519 0.28333334 0.28148148 0.27777778
 0.26296296 0.25555556]"
773,19,32,"[0.22804577 0.22804577 0.22804577 0.23114843 0.23114843 0.24045642
 0.24666175 0.28699638 0.29009904 0.35215231 0.41420558 0.42351357
 0.4638482  0.48556684 0.49001364 0.51038815 0.50212815 0.48318556
 0.45245925 0.40680324 0.38052987 0.33714779 0.34133703 0.3442501
 0.34385612 0.34740324 0.35682905 0.36870795 0.38198273 0.3985186
 0.40135401 0.39415306 0.33003682 0.31533828 0.32172501 0.28923328
 0.26254311 0.25483487 0.27009222 0.29691787 0.31117488 0.35340045
 0.3751346  0.38531207 0.38588408 0.3881667  0.38317895 0.36456297
 0.36766563 0.37387096 0.37697362 0.38007629 0.35525498 0.34904965
 0.34594698 0.33043366 0.33043366 0.327331   0.327331   0.3025097
 0.327331   0.34284432 0.35835764 0.35835764 0.33663899 0.327331
 0.31492035 0.28699638 0.30871502 0.31802301 0.32422834 0.33043366
 0.38938427 0.38938427 0.36456297 0.34904965 0.34284432 0.34498576
 0.34851678 0.34776146 0.34139693 0.32548706 0.29831668 0.30976651
 0.31695505 0.34402959 0.35079837 0.35681902 0.36587212 0.36661451
 0.37468282 0.3732714  0.37387096 0.37387096 0.37387096 0.37387096
 0.37387096 0.37387096 0.37387096]"
774,19,33,"[0.28954545 0.27411156 0.25689545 0.24266878 0.22666731 0.22312482
 0.22184647 0.25812325 0.2691893  0.34532537 0.43484941 0.47709155
 0.55754664 0.61651515 0.62216116 0.6480303  0.65590909 0.6519697
 0.63227273 0.58893939 0.56924242 0.5180303  0.53378788 0.54166667
 0.53772727 0.53378788 0.53378788 0.53378788 0.53378788 0.53772727
 0.53937528 0.53183678 0.46119796 0.45685367 0.482007   0.44545793
 0.41188168 0.40257267 0.4243466  0.45858952 0.46807077 0.51451928
 0.52712133 0.52261156 0.50641819 0.4948122  0.48807091 0.46397102
 0.46752816 0.47504054 0.47863636 0.48257576 0.45106061 0.44318182
 0.4417009  0.42447256 0.42719196 0.4258951  0.42848872 0.3981414
 0.43270829 0.45462679 0.4759636  0.4759636  0.44639825 0.43270829
 0.4144754  0.37568916 0.40167358 0.4111472  0.41883245 0.42684837
 0.50340462 0.50663351 0.47722677 0.45939393 0.42905763 0.40588116
 0.38274452 0.33771654 0.29354461 0.25201477 0.21480025 0.21658096
 0.22561728 0.26050663 0.29219941 0.33310454 0.38410704 0.41299428
 0.45036965 0.47393572 0.47469697 0.47469697 0.47469697 0.47469697
 0.47469697 0.47469697 0.47469697]"
775,19,34,"[0.27749244 0.28530912 0.30875919 0.41037614 0.45727627 0.43681501
 0.41635374 0.41001016 0.37971119 0.42712499 0.47405331 0.51312944
 0.54185848 0.53837746 0.44895936 0.35954125 0.36876955 0.37799786
 0.40947367 0.41813295 0.42679223 0.43241942 0.4380466  0.48173014
 0.47172844 0.46172674 0.42043635 0.37914596 0.34859672 0.31804748
 0.37299456 0.40422624 0.43545792 0.35565932 0.4416429  0.44555124
 0.44945959 0.44310514 0.4367507  0.37022305 0.3036954  0.29030118
 0.27690695 0.38927442 0.39929587 0.40931731 0.35870298 0.30808866
 0.31320848 0.3183283  0.33604212 0.35375594 0.35470763 0.35565932
 0.30485085 0.25404238 0.26967575 0.26967575]"
776,19,35,"[0.25724638 0.26086957 0.26449275 0.27536231 0.28623188 0.33333333
 0.38043478 0.40217391 0.42391304 0.41666667 0.40942029 0.39492754
 0.4057971  0.41666667 0.44590814 0.4751496  0.46500995 0.4548703
 0.43508632 0.41530235 0.39981015 0.38431795 0.38303588 0.3800955
 0.36605133 0.35200717 0.36299578 0.3739844  0.39584911 0.41771382
 0.43946601 0.41773276 0.3959995  0.38459396 0.37318841 0.37318841
 0.37318841 0.37318841 0.31519671 0.25720501 0.25      ]"
777,19,36,"[0.25724638 0.25905797 0.26086957 0.26268116 0.26449275 0.27536231
 0.28623188 0.3097826  0.33333333 0.35688405 0.38043478 0.40217391
 0.42391304 0.39492754 0.40036232 0.4057971  0.41666667 0.4312874
 0.44590814 0.46052887 0.4751496  0.46500995 0.4548703  0.43508632
 0.41530235 0.39551838 0.3757344  0.37788029 0.38002618 0.38217206
 0.38431795 0.3386115  0.3099037  0.28119591 0.28604779 0.29089967
 0.28360233 0.276305   0.27751687 0.27872873 0.28529577 0.29186281
 0.29996649 0.30807016 0.30490638 0.3017426  0.29164008 0.28153755
 0.27283827 0.26413898 0.2554397  0.24674041 0.29002584 0.31166856
 0.33331127 0.33541216 0.33751305 0.33961394 0.34171483 0.29945992
 0.25720501 0.2610449  0.26488479 0.26872467 0.27256456 0.28322777
 0.29389097 0.30455418 0.31521739 0.32246376 0.32971014 0.28260869
 0.25905797 0.23550725 0.24275363 0.24637681 0.25       0.25      ]"
778,19,37,"[0.595      0.595      0.57008869 0.50759372 0.24209592 0.13089383
 0.11934306 0.11645728 0.13041244 0.15166667 0.16333333 0.15166667
 0.13252286 0.11404723 0.1118632  0.14433961 0.15819454 0.15852158
 0.13612088 0.10160313 0.091377   0.0916517  0.10972772 0.11901145
 0.13123185 0.12495237 0.1100378  0.10570386 0.13760633 0.14662147
 0.15263308 0.13041244 0.11277778 0.11277778 0.13611111 0.14777778
 0.15944444 0.16722222 0.16722222 0.15166667 0.12444444]"
779,19,38,"[0.57830268 0.57830268 0.57830268 0.57830268 0.54050512 0.26836268
 0.14741049 0.13985098 0.13229146 0.1281498  0.12400815 0.1281498
 0.13229146 0.13985098 0.14741049 0.15874975 0.15308012 0.14741049
 0.13229146 0.12473195 0.11717244 0.11717244 0.15119025 0.16252951
 0.16252951 0.16252951 0.13985098 0.12851171 0.11717244 0.11717244
 0.12473195 0.14741049 0.14741049 0.14741049 0.14741049 0.13229146
 0.12473195 0.11717244 0.11717244 0.11717244 0.13607122 0.15497
 0.15874975 0.16252951 0.16252951 0.16252951 0.13229146 0.1209522
 0.10961293 0.10961293 0.10961293 0.13229146 0.14363073 0.15497
 0.16252951 0.16252951 0.15497    0.14741049 0.12095219]"
780,20,0,"[0.54072197 0.54072197 0.54072197 0.50538066 0.25092327 0.13783109
 0.12369457 0.11594954 0.12369457 0.13783109 0.14843348 0.13783109
 0.12369457 0.10955805 0.10955805 0.14136522 0.15196761 0.15196761
 0.13076283 0.10955805 0.10955805 0.1166263  0.13783109 0.13783109
 0.13783109 0.12369457 0.10955805 0.10955805 0.14489935 0.15196761
 0.15196761 0.12369457 0.11309217]"
781,20,1,"[0.595      0.595      0.595      0.595      0.57555555 0.55611111
 0.48611111 0.41611111 0.27611111 0.245      0.21388889 0.15166667
 0.14777778 0.14388889 0.14       0.13611111 0.13398049 0.13184987
 0.12758863 0.13184987 0.13611111 0.15166667 0.1575     0.16333333
 0.1575     0.15166667 0.13611111 0.12833333 0.12055556 0.12055556
 0.12055556 0.15555556 0.16722222 0.16722222 0.16722222 0.14388889
 0.13805556 0.13222222 0.12638889 0.12055556 0.12055556 0.12055556
 0.12055556 0.12444445 0.12638889 0.12833333 0.13416667 0.14
 0.15166667 0.15166667 0.15166667 0.15166667 0.15166667 0.15166667
 0.15166667 0.14777778 0.14388889 0.14       0.13611111 0.12833333
 0.12055556 0.12055556 0.12055556 0.14       0.14972222 0.15944444
 0.16333333 0.16527778 0.16722222 0.16722222 0.16722222 0.15944444
 0.15166667 0.14388889 0.13611111 0.12444445 0.11861111 0.11277778
 0.11277778 0.11277778 0.11861111 0.12444445 0.13027778 0.13611111
 0.14777778 0.15944444 0.16138888 0.16333333 0.16527778 0.16722222
 0.16722222 0.16722222 0.16722222 0.16722222 0.15944444 0.15166667
 0.14486111 0.13805555 0.13125    0.12444444]"
782,20,2,"[0.595      0.595      0.15166667 0.13611111 0.12758863 0.13611111
 0.16333333 0.12055556 0.16722222 0.14388889 0.12055556 0.12055556
 0.12833333 0.13611111 0.15944444 0.16722222 0.11277778 0.11277778
 0.15166667 0.12444444]"
783,20,3,"[0.595      0.595      0.595      0.57555555 0.55611111 0.41611111
 0.27611111 0.20611111 0.13611111 0.14972222 0.16333333 0.14972222
 0.13611111 0.12833333 0.12055556 0.12055556 0.13805556 0.15555556
 0.16722222 0.16722222 0.16722222 0.14388889 0.13222222 0.12055556
 0.12055556 0.12055556 0.12444445 0.12833333 0.15166667 0.14388889
 0.13611111 0.12833333 0.12055556 0.12055556 0.12055556 0.15944444
 0.16333333 0.16722222 0.15166667 0.13611111 0.13611111 0.13611111
 0.14777778 0.15944444 0.16333333 0.16722222 0.16722222 0.15944444
 0.15166667 0.13805555 0.12444444]"
784,20,4,"[0.56144223 0.56144223 0.56144223 0.56144223 0.54309444 0.52474666
 0.3926426  0.26053855 0.20182564 0.14311273 0.13577361 0.1284345
 0.12441359 0.12039268 0.12441359 0.1284345  0.13577361 0.14311273
 0.14861706 0.15412139 0.14861706 0.14311273 0.13577361 0.1284345
 0.12109538 0.11375627 0.11375627 0.11375627 0.13026928 0.14678229
 0.15779095 0.15779095 0.14678228 0.13577361 0.11375627 0.11375627
 0.11375627 0.11742583 0.12109538 0.13210405 0.14311273 0.14311273
 0.14311273 0.14311273 0.14311273 0.13577361 0.1284345  0.12109538
 0.11375627 0.11375627 0.11375627 0.13210405 0.15045184 0.15412139
 0.15779095 0.15779095 0.14311272 0.1284345  0.11742583 0.10641716
 0.10641716 0.11742583 0.1284345  0.13944317 0.1449475  0.15045184
 0.15412139 0.15779095 0.15779095 0.15779095 0.14311273 0.13026927
 0.11742582]"
